userID movieID tagID
1510 43679 7817
1547 49272 525
1600 55908 622
1600 59594 7
1600 59594 729
1632 342 6633
1632 2357 2743
1632 2959 6631
1632 4878 6633
1632 6016 2743
1632 7297 6633
1632 7382 6632
1632 7773 6633
1632 8376 6633
1632 33896 6633
1632 34072 6633
1632 34542 6633
1632 36527 6633
1632 38061 6633
1632 38886 6633
1632 39183 6633
1632 40278 6629
1632 40583 6633
1632 41716 6633
1632 42718 6633
1632 43460 6633
1632 44191 6633
1632 44195 6633
1632 44199 6633
1632 44709 6633
1632 45186 6633
1632 45447 6631
1632 45499 6633
1632 46530 6633
1632 46578 6633
1632 46948 6633
1632 46976 6631
1632 47629 6631
1632 48082 6631
1632 48774 6631
1632 49272 6631
1632 49312 6631
1632 49347 6631
1632 51084 6631
1632 51662 6631
1632 52885 6631
1632 53000 6631
1632 53322 6631
1632 53894 6631
1632 55276 6630
1632 55820 6631
1652 1590 838
1663 546 1500
1663 546 2206
1663 546 5372
1663 1091 1480
1663 2125 1222
1663 2126 418
1663 2137 1809
1663 2137 6660
1663 2384 1876
1663 3263 1480
1663 4015 55
1663 4015 4725
1663 4343 119
1663 4343 1803
1663 4343 6231
1663 5064 459
1663 5064 647
1663 5064 6661
1663 5528 506
1663 5528 699
1663 5528 742
1663 35836 7
1663 35836 647
1713 5620 647
1713 5620 1729
1713 5620 4160
1713 5620 4162
1713 6885 1239
1713 6885 4161
1713 6885 4163
1724 2967 4079
1724 31804 892
1724 51709 4078
1728 8371 4077
1751 11 892
1751 17 292
1751 18 2241
1751 29 4856
1751 32 1304
1751 39 1450
1751 52 61
1751 74 892
1751 104 4861
1751 215 892
1751 235 337
1751 260 4616
1751 296 2241
1751 348 61
1751 364 900
1751 480 4858
1751 508 4855
1751 509 892
1751 524 196
1751 527 4858
1751 539 892
1751 587 892
1751 588 900
1751 592 186
1751 593 4855
1751 595 900
1751 597 892
1751 903 1123
1751 904 1123
1751 908 1123
1751 919 605
1751 928 1123
1751 930 1123
1751 931 1123
1751 953 605
1751 965 1123
1751 1035 605
1751 1073 605
1751 1077 61
1751 1078 61
1751 1080 1304
1751 1097 4858
1751 1101 892
1751 1131 1176
1751 1132 1176
1751 1136 1304
1751 1172 427
1751 1175 4856
1751 1196 4616
1751 1198 4616
1751 1199 1304
1751 1204 605
1751 1207 605
1751 1210 4616
1751 1211 4862
1751 1219 1123
1751 1233 4862
1751 1234 605
1751 1237 4863
1751 1249 1176
1751 1250 605
1751 1252 605
1751 1259 189
1751 1262 605
1751 1267 605
1751 1274 740
1751 1276 605
1751 1278 1452
1751 1282 900
1751 1288 4857
1751 1291 4616
1751 1300 4863
1751 1302 196
1751 1306 4862
1751 1307 892
1751 1345 189
1751 1387 4858
1751 1393 892
1751 1449 4857
1751 1513 1450
1751 1537 740
1751 1569 892
1751 1635 292
1751 1673 777
1751 1690 4856
1751 1721 892
1751 1777 4861
1751 1884 1304
1751 1954 605
1751 1968 1450
1751 2028 4858
1751 2065 61
1751 2085 900
1751 2100 892
1751 2115 4616
1751 2118 189
1751 2133 1450
1751 2134 1450
1751 2136 4859
1751 2144 1450
1751 2146 1450
1751 2174 337
1751 2176 1123
1751 2178 1123
1751 2181 1123
1751 2183 1123
1751 2184 1123
1751 2186 1123
1751 2202 1123
1751 2203 1123
1751 2204 1123
1751 2205 1123
1751 2245 892
1751 2247 4855
1751 2291 337
1751 2301 1452
1751 2324 427
1751 2335 4861
1751 2363 740
1751 2365 740
1751 2395 23
1751 2409 196
1751 2410 196
1751 2411 196
1751 2572 1450
1751 2628 4616
1751 2640 186
1751 2706 1450
1751 2797 892
1751 2915 1450
1751 2918 1450
1751 2942 892
1751 2949 485
1751 2952 777
1751 2968 1304
1751 3000 1133
1751 3083 2977
1751 3098 196
1751 3108 1304
1751 3160 777
1751 3210 1450
1751 3252 892
1751 3255 196
1751 3359 196
1751 3360 196
1751 3363 4616
1751 3408 892
1751 3418 892
1751 3421 605
1751 3471 4858
1751 3552 1450
1751 3633 485
1751 3635 485
1751 3638 485
1751 3671 1452
1751 3688 1450
1751 3793 186
1751 3812 61
1751 3911 4857
1751 3916 196
1751 3996 292
1751 4014 1176
1751 4025 892
1751 4103 4858
1751 4220 196
1751 4246 892
1751 4322 196
1751 4410 4855
1751 4447 892
1751 4467 1304
1751 4623 196
1751 4718 1450
1751 4902 2977
1751 4973 4856
1751 4979 23
1751 4992 892
1751 5066 892
1751 5139 196
1751 5225 4860
1751 5267 196
1751 5299 892
1751 5349 186
1751 5378 4616
1751 5444 900
1751 5618 1133
1751 5620 892
1751 5639 740
1751 5673 777
1751 5690 740
1751 5796 485
1751 5872 485
1751 5942 892
1751 5971 1133
1751 5992 892
1751 6104 1304
1751 6125 1304
1751 6163 1176
1751 6250 189
1751 6296 4857
1751 6333 186
1751 6350 1133
1751 6534 186
1751 6586 1450
1751 6643 740
1751 6773 1176
1751 6807 1304
1751 6874 2241
1751 6985 1176
1751 6993 61
1751 7099 1133
1751 7173 892
1751 7346 1450
1751 7373 186
1751 7438 2241
1751 7485 740
1751 8197 1176
1751 8529 4858
1751 8607 740
1751 8636 186
1751 8986 4859
1751 8988 4859
1751 8994 4859
1751 26662 1133
1751 26776 1133
1751 27721 4856
1751 27731 740
1751 30793 337
1751 30810 23
1751 31079 740
1751 32587 186
1751 33493 4616
1751 33794 186
1751 36401 1304
1860 34198 1136
1910 370 16396
1915 1298 1066
1915 2116 146
1915 2116 459
1915 2313 610
1915 2976 2323
1915 5064 2323
1915 6870 27
1988 5218 896
1988 5218 900
2039 3897 8030
2053 110 5153
2102 236 574
2102 49130 573
2102 50792 575
2108 380 74
2108 858 247
2136 8360 465
2200 1094 4102
2204 372 4087
2204 500 488
2204 3986 4088
2204 32587 4086
2204 45722 136
2218 1199 4165
2218 2968 1304
2218 2968 4165
2218 4467 4165
2218 4911 1304
2218 5909 4164
2218 47465 1304
2276 46970 7
2276 46970 4724
2276 46970 4748
2276 47640 1870
2276 47640 4749
2315 1090 13565
2315 1207 6140
2429 358 263
2429 358 1576
2429 562 46
2429 562 610
2429 4993 369
2429 4993 3024
2429 44195 34
2429 44195 374
2435 48043 257
2435 56757 666
2455 3551 93
2471 18 2241
2471 296 312
2471 296 2241
2471 1089 312
2471 1089 2241
2471 1729 2241
2471 6874 312
2471 7438 312
2471 32587 7009
2471 52281 312
2471 52281 449
2471 53519 2241
2471 53519 2681
2477 14 5534
2477 419 2196
2477 519 12
2477 546 2206
2477 838 11540
2477 1224 2260
2477 1298 11541
2477 1779 6176
2477 2137 11542
2477 2409 3
2477 2642 7161
2477 2863 1730
2477 2976 4303
2477 2986 12
2477 3450 11544
2477 3967 1846
2477 4447 1222
2477 4448 11539
2477 5377 1542
2513 8368 412
2517 3052 885
2556 61323 374
2558 33158 371
2589 367 364
2589 912 605
2589 922 678
2589 1260 54
2589 3114 900
2612 174 4192
2643 32 754
2643 32 1184
2643 63 15855
2643 165 1184
2643 223 1764
2643 288 54
2643 288 1472
2643 296 312
2643 296 371
2643 493 371
2643 493 997
2643 527 237
2643 904 330
2643 904 3737
2643 1061 638
2643 1061 754
2643 1080 884
2643 1080 885
2643 1089 312
2643 1090 6219
2643 1136 884
2643 1193 156
2643 1193 247
2643 1193 1470
2643 1197 7
2643 1213 310
2643 1228 310
2643 1228 638
2643 1228 8829
2643 1248 243
2643 1248 6258
2643 1258 254
2643 1258 1470
2643 1278 1452
2643 1278 5487
2643 1527 1184
2643 1639 1608
2643 1639 1764
2643 1917 1184
2643 1921 560
2643 1961 478
2643 1961 792
2643 1961 1545
2643 2028 1126
2643 2296 2012
2643 2296 13761
2643 2324 237
2643 2324 427
2643 2324 753
2643 2325 34
2643 2329 97
2643 2329 263
2643 2700 5393
2643 2788 884
2643 2788 1181
2643 2797 382
2643 2997 3828
2643 3160 478
2643 3160 629
2643 3275 2313
2643 3275 6091
2643 3300 4077
2643 3421 1471
2643 3421 1576
2643 3468 2828
2643 3476 93
2643 3671 1452
2643 3671 13047
2643 3949 69
2643 3949 610
2643 4011 55
2643 4011 754
2643 4226 67
2643 4226 252
2643 4226 265
2643 4621 1184
2643 4734 1755
2643 4734 1764
2643 4734 4245
2643 5064 458
2643 5151 93
2643 5294 885
2643 5400 2341
2643 5400 3235
2643 5609 3207
2643 5669 772
2643 5902 279
2643 6807 884
2643 6807 2955
2643 6808 237
2643 6808 775
2643 6957 314
2643 7360 15854
2643 7361 279
2643 8368 1102
2643 8874 641
2643 8874 5439
2643 8917 5393
2643 8947 7626
2643 8947 14165
2643 8949 93
2643 8949 107
2643 8949 607
2643 8950 716
2643 8981 203
2643 8981 561
2643 8981 595
2643 8981 765
2643 8981 1551
2643 8981 4450
2643 8985 2622
2643 30894 8949
2643 32587 1184
2643 32587 4450
2643 32587 7009
2643 33166 247
2643 33166 263
2643 33794 135
2643 37380 655
2643 37830 899
2643 37830 14068
2643 39446 11755
2643 39715 93
2643 39715 595
2643 40732 5198
2643 43932 833
2643 44195 2199
2643 44195 2793
2643 44195 7425
2643 45081 2206
2643 45431 1184
2643 45728 1764
2643 46322 5724
2643 46322 7391
2643 46578 1782
2643 46976 1121
2643 47261 4805
2643 47518 15850
2643 47610 97
2643 47610 2622
2643 48142 93
2643 48142 595
2643 48516 614
2643 48774 3736
2643 48774 4450
2643 48780 5543
2643 48982 1715
2643 49272 525
2643 49272 657
2643 49278 13
2643 49284 2341
2643 49347 1184
2643 49347 13367
2643 51086 364
2643 51091 93
2643 51091 371
2643 51255 5424
2643 51255 5439
2643 51662 93
2643 52245 2012
2643 52245 6355
2643 53000 125
2643 53000 235
2643 53000 641
2643 55247 1061
2643 55363 754
2643 55765 2371
2643 55820 2806
2643 56174 62
2643 56174 885
2643 56782 885
2643 56782 4618
2643 56788 69
2643 56788 93
2643 56788 382
2643 56788 561
2643 56788 689
2643 56801 15852
2643 57528 480
2643 63113 9816
2658 46578 4212
2692 55282 62
2706 329 14680
2732 48982 155
2732 48982 1715
2771 296 312
2771 1089 312
2801 587 1222
2801 27434 4852
2842 2683 1457
2842 4027 7
2852 1547 1574
2852 2436 4096
2852 4032 4100
2852 5506 4101
2852 6623 4098
2852 33085 4094
2852 34532 4094
2852 38038 4097
2852 39183 4098
2852 40629 4099
2852 40826 4095
2852 44199 104
2852 44665 541
2853 2144 4084
2891 3246 4444
2901 915 1243
2901 954 1251
2901 955 1251
2901 1025 900
2901 1243 1250
2901 1438 1255
2901 1620 1244
2901 2125 1249
2901 2485 55
2901 2642 1245
2901 2863 55
2901 4310 1247
2901 4447 55
2901 6373 1253
2901 30812 1256
2904 2535 1259
2930 6373 1321
3017 361 55
3017 413 5236
3017 546 2206
3017 671 14605
3017 1438 2934
3017 1717 14604
3017 1779 5281
3017 2428 747
3017 2478 55
3017 2485 747
3017 2953 497
3017 3273 14604
3017 4367 2206
3017 6218 196
3017 6373 569
3017 6870 5281
3017 8622 4741
3017 8798 458
3057 36708 896
3104 3477 1450
3104 58154 2260
3106 4774 376
3106 4881 15806
3106 8914 6442
3174 1408 1121
3174 6565 1121
3174 45499 1121
3190 6953 15947
3271 4720 80
3271 4720 742
3271 4720 743
3301 1203 4854
3301 1225 4854
3301 1269 4854
3301 3112 4854
3301 3155 1911
3301 3251 4854
3301 4039 4854
3301 4478 4854
3301 6303 1911
3301 7934 61
3304 339 369
3304 339 4849
3304 1089 696
3304 1089 2241
3304 1089 4832
3304 1089 4846
3304 1209 4840
3304 2046 4841
3304 3142 4834
3304 3255 237
3304 3255 369
3304 3255 2407
3304 3255 4848
3304 3262 72
3304 3262 4847
3304 3396 1756
3304 3396 4843
3304 5418 369
3304 5418 4833
3304 5785 4836
3304 6537 60
3304 6537 4828
3304 7247 7
3304 7247 328
3304 7247 605
3304 7361 150
3304 7361 252
3304 7361 687
3304 7361 4831
3304 7361 4838
3304 8636 985
3304 8917 4837
3304 8917 4839
3304 30810 7
3304 30810 21
3304 30810 23
3304 30810 4175
3304 30810 4401
3304 30810 4793
3313 5912 1765
3313 54736 4741
3369 2959 1398
3369 4019 39
3369 4019 4675
3369 4019 4676
3392 11 689
3392 70 119
3392 784 364
3392 1219 54
3392 1234 247
3392 1245 289
3392 1370 74
3392 1370 1184
3392 1387 1126
3392 2726 254
3392 2726 351
3392 3147 189
3392 3176 770
3392 3176 1023
3392 3253 55
3392 3755 397
3392 3948 55
3392 3948 2044
3392 4235 161
3392 5481 1457
3392 5502 935
3392 6365 4448
3392 6502 235
3392 6502 641
3392 6863 1759
3392 6870 219
3392 8874 641
3392 31364 1065
3392 33679 1235
3392 48774 4450
3392 52281 312
3392 53000 235
3429 299 1888
3493 36276 4157
3493 59018 367
3512 5952 146
3527 1120 473
3527 1267 473
3527 3911 7876
3541 235 59
3541 235 337
3541 235 2960
3541 508 219
3541 508 382
3541 902 605
3541 1097 1126
3541 1653 366
3541 2291 59
3541 2291 337
3541 2750 61
3541 2797 382
3541 4776 456
3541 4848 64
3541 4848 305
3541 5508 7734
3541 5508 7735
3541 6197 156
3541 41716 2577
3541 56757 59
3595 20 2938
3595 177 7930
3595 1464 7919
3595 1665 517
3595 2117 7927
3595 2122 7929
3595 2279 7918
3595 2505 1065
3595 3484 7921
3595 3688 111
3595 3821 7923
3595 3825 7926
3595 3979 7928
3595 4006 5081
3595 4343 4315
3595 4448 1544
3595 5903 1162
3595 8807 7917
3595 8917 7931
3595 8984 516
3595 31685 7925
3595 33004 7922
3595 37729 7920
3595 40819 5074
3600 6902 582
3710 356 8498
3849 4308 871
3849 4722 554
3853 2329 263
3853 4011 578
3853 4326 263
3853 4326 5190
3853 33166 13459
3860 42730 2541
3860 52604 1023
3860 52604 2239
3860 52604 4251
3868 48385 4057
3976 6944 1646
4002 1175 6637
4022 112 4994
4022 741 712
4022 1212 605
4022 1278 1452
4022 1537 740
4022 2019 740
4022 2670 237
4022 2670 1761
4022 2949 657
4022 3000 712
4022 3000 1134
4022 5618 1134
4022 5621 2164
4022 7022 740
4022 8253 1134
4022 8961 752
4022 31658 712
4022 31658 1134
4022 31878 4994
4022 45081 2206
4022 48304 870
4022 50872 326
4078 3074 3420
4078 3367 6912
4078 3737 3343
4078 3947 3736
4078 4363 3736
4078 4363 6180
4078 4824 6914
4078 5115 1455
4078 5115 3343
4078 6409 2995
4078 6437 27
4078 6451 3420
4078 7205 816
4078 7205 3339
4078 7410 6913
4078 8700 6075
4078 26138 816
4087 59018 1255
4146 431 2411
4146 431 13639
4146 1219 13639
4146 3093 10407
4146 26313 253
4188 6760 11300
4198 6932 7993
4254 539 382
4335 608 374
4335 1256 7867
4335 4973 415
4341 176 11405
4341 176 11452
4341 299 554
4341 299 885
4341 345 554
4341 372 16363
4341 501 161
4341 501 580
4341 501 16077
4341 501 16355
4341 581 554
4341 593 54
4341 983 554
4341 983 2467
4341 1041 16077
4341 1046 554
4341 1046 1542
4341 1094 4102
4341 1208 238
4341 1208 319
4341 1235 605
4341 1251 64
4341 1251 331
4341 1251 16364
4341 1296 10352
4341 1419 1604
4341 1527 366
4341 1653 366
4341 1730 8418
4341 1952 1608
4341 2021 366
4341 2022 16355
4341 2071 2629
4341 2076 1608
4341 2284 753
4341 2291 59
4341 2291 146
4341 2291 337
4341 2329 97
4341 2329 161
4341 2329 4770
4341 2437 554
4341 2810 712
4341 2908 554
4341 2908 8184
4341 2959 156
4341 2959 161
4341 2959 16355
4341 3163 16077
4341 3186 156
4341 3186 1604
4341 3186 16356
4341 3186 16363
4341 3224 753
4341 3424 263
4341 3547 554
4341 3677 9716
4341 3730 8905
4341 3788 257
4341 3788 1542
4341 3788 16355
4341 3996 292
4341 3996 686
4341 4017 16359
4341 4020 16358
4341 4226 252
4341 4226 265
4341 4359 4251
4341 4359 4804
4341 4763 940
4341 4848 72
4341 4848 4157
4341 4848 16355
4341 4874 366
4341 4878 13
4341 4878 156
4341 4878 611
4341 4878 16355
4341 4880 752
4341 5367 554
4341 5367 1542
4341 5618 712
4341 5618 1133
4341 5679 363
4341 5679 16365
4341 5690 712
4341 5690 1133
4341 5788 16077
4341 5992 156
4341 5992 554
4341 5992 1344
4341 6323 611
4341 6350 712
4341 6350 1133
4341 6380 4297
4341 6591 885
4341 6591 10866
4341 6683 375
4341 6683 753
4341 6711 740
4341 6890 6109
4341 6890 10134
4341 6952 611
4341 7023 554
4341 7099 712
4341 7099 1133
4341 7151 962
4341 7438 312
4341 7976 16355
4341 8062 54
4341 8062 554
4341 8062 16360
4341 8365 1608
4341 8365 10702
4341 8477 1504
4341 8950 252
4341 8950 611
4341 8966 1630
4341 8973 554
4341 8973 4309
4341 26599 8
4341 26662 712
4341 26662 1133
4341 26776 1133
4341 27834 10312
4341 30820 1608
4341 30820 4297
4341 30820 12165
4341 31410 168
4341 31410 753
4341 31658 712
4341 31658 1133
4341 32025 940
4341 33004 366
4341 33171 16355
4341 33171 16361
4341 33358 796
4341 33358 12165
4341 33358 16359
4341 38038 155
4341 39183 421
4341 39183 554
4341 41569 555
4341 41569 16365
4341 43333 753
4352 1214 366
4352 1214 397
4375 1721 761
4517 257 5130
4517 324 5131
4517 324 5137
4517 541 5135
4517 910 605
4517 910 1140
4517 1081 5129
4517 2353 5134
4517 3028 5129
4517 3388 1920
4517 3408 5137
4517 3969 473
4517 3969 5137
4517 4184 605
4517 4427 55
4517 4555 5137
4517 4857 651
4517 4857 5137
4517 4886 651
4517 4886 2998
4517 7190 605
4544 58492 610
4549 8014 2513
4549 52604 1023
4549 52604 1596
4549 52604 2894
4549 52604 4251
4650 50 2250
4650 296 55
4650 296 265
4650 296 2247
4650 2858 1937
4650 2959 1937
4650 2959 2243
4650 3949 506
4650 3949 1937
4650 4878 13
4650 4878 67
4650 4878 1937
4650 4878 2245
4650 4878 2246
4650 4973 55
4650 4973 687
4650 4973 2189
4650 7361 64
4650 7361 265
4650 7361 687
4650 7361 2247
4650 8014 2244
4650 8014 2249
4650 46578 55
4697 1 60
4697 1 896
4697 32 397
4697 32 754
4697 32 838
4697 32 1184
4697 32 1304
4697 36 1023
4697 36 2596
4697 36 2600
4697 47 66
4697 47 742
4697 50 7
4697 50 2603
4697 50 2612
4697 110 870
4697 110 1625
4697 110 2094
4697 110 2595
4697 198 366
4697 198 2606
4697 260 366
4697 293 2600
4697 293 2614
4697 293 2618
4697 296 2241
4697 296 2617
4697 308 2590
4697 308 2614
4697 541 366
4697 541 506
4697 541 605
4697 551 42
4697 551 506
4697 551 896
4697 551 2597
4697 551 2614
4697 555 2618
4697 745 7
4697 745 896
4697 745 2604
4697 1059 74
4697 1059 1451
4697 1059 2588
4697 1148 7
4697 1148 896
4697 1148 2592
4697 1148 2604
4697 1199 34
4697 1199 366
4697 1199 506
4697 1222 238
4697 1288 34
4697 1288 55
4697 1288 328
4697 1288 605
4697 1298 328
4697 1298 506
4697 1298 605
4697 1298 2610
4697 1298 2613
4697 1370 74
4697 1370 1954
4697 1370 2593
4697 1464 66
4697 1639 7
4697 1639 41
4697 1639 554
4697 1641 7
4697 1641 2590
4697 1641 2591
4697 1641 2616
4697 1772 2202
4697 3052 7
4697 3052 34
4697 3052 885
4697 4027 7
4697 4027 2599
4697 4027 2602
4697 4027 2608
4697 4306 7
4697 4306 465
4697 5400 2587
4697 5400 2607
4697 5400 2611
4697 5618 66
4697 5618 712
4697 5618 896
4697 5618 2614
4697 7034 1078
4697 7034 1450
4697 7034 1826
4697 7034 2600
4697 7193 2593
4697 7361 55
4697 7361 66
4697 7361 279
4697 7361 364
4697 7361 2364
4697 7649 366
4697 8507 66
4697 8507 506
4697 8507 605
4697 8589 169
4697 8589 238
4697 8589 2601
4697 41997 161
4697 41997 2586
4697 41997 2594
4728 912 651
4728 920 8359
4728 926 6565
4728 1086 651
4728 1207 651
4728 1213 651
4728 1265 651
4728 1610 651
4728 2194 651
4728 3088 1091
4728 3510 651
4728 5064 6565
4728 6870 2819
4728 26116 6565
4728 45720 6565
4800 36529 374
4827 541 6824
4827 541 7773
4827 923 7763
4827 924 615
4827 1206 5807
4827 1206 6824
